pm25_data,pm10_data,so2_data,o3_data,co_data,no2_data,发电量,发电量预测值,人均gdp,人均gdp预测值
46.09969815,62.75635952,16.10692078,54.05893443,0.622155016,16.30962301,701.19,1936.394385710093,58327,47564.36502299957
26.54244966,38.14598991,7.406418901,68.19921837,0.472418888,9.289526365,3273.85,1750.3201519977051,40297,42701.908315840425
33.4142114,49.83508663,12.1237858,55.30392675,0.639731995,12.30937533,1903.99,2029.5617879505412,31589,41706.52634556034
30.5276352,43.16740384,9.993471425,58.55953743,0.607285723,8.247905454,2692.54,1840.2070345229913,35051,34834.36975741085
6.541611398,7.355381407,0.559930143,89.28976026,0.137058083,0.699690285,54.48,1247.9888766780932,35015,37379.22911628628
40.22130257,66.11131435,16.27729093,60.44359802,0.886072268,19.62077424,1757.41,2312.426179224932,49341,47089.36298587023
20.82306309,33.98455095,6.28639576,69.95066049,0.383751265,6.943384986,1214.33,2009.5660527658706,27396,37828.5799404264
7.942803011,8.801093477,0.837894755,81.74663119,0.144560824,0.857644086,552.96,1311.5742598428942,38968,38231.272755632504
34.76934757,65.18053687,20.31951659,63.59117356,0.615403331,16.4336243,1144.38,2983.57021710927,40339,35042.4888235013
20.25710616,26.09640857,1.961921108,69.01589956,0.252149211,2.405982475,2719.13,1661.6954446749398,40020,35778.96038753645
60.97256431,84.84169178,13.77978501,62.99016096,0.983878615,32.22092922,421.0,1620.1248327633675,113692,82822.17982683159
69.18534773,108.8156238,24.15710801,52.35077713,1.297018967,40.61389989,623.0,2487.5447532037592,75868,81918.43229272078
56.77092863,90.4289863,22.49895933,61.08433895,1.018393381,28.54011463,2498.0,2530.3323866719384,35994,56866.95497121547
45.82578797,72.38723617,33.29463994,58.18874243,1.352535835,23.13738785,2449.0,1945.3552800966077,33593,33175.60746664631
20.16224,27.78240888,7.68183652,61.46622887,0.320542296,5.561471624,3929.0,1753.2056839025686,52972,38669.55393114609
44.85828965,68.94380253,22.44885229,59.36603577,0.99189126,22.43911577,1665.0,2021.2331453996435,46482,48638.10923111855
38.10733415,53.02306386,12.82450357,62.73383297,0.605711069,15.20097748,731.0,1772.5305729481838,38128,49327.66453565356
23.97375769,32.57311498,7.135195889,57.79673205,0.433618313,8.671002054,874.0,1672.2971568710561,32759,45912.53170103665
49.27527233,65.48564493,15.56377315,66.97291397,0.773898082,38.81003068,793.0,1012.3225743740013,109186,111770.56843200536
54.16225953,86.21187045,19.36374729,66.35002343,0.880865617,28.06316773,4361.0,2476.121451349661,85871,61446.58446160983
40.43884932,57.26963334,12.84007005,58.39714172,0.696217897,27.08435824,3011.0,1554.621477332947,73276,82686.30413087527
50.65034911,72.59496711,16.6331589,49.97901138,0.868693097,24.79549525,2062.0,1941.6814943471322,39692,64829.55101015259
27.76159336,40.19787038,12.13812677,54.01840237,0.631116731,11.76134857,1901.0,1768.5015580950765,67649,44477.231271927325
36.55251947,51.89379874,15.22949412,51.86070121,0.744234071,15.27838192,982.0,1809.9468679217039,37436,46787.609753920726
69.33395838,116.1838781,33.0643973,62.97124239,1.213490224,35.08561941,4685.0,3206.7185948961505,56205,51088.739173642716
67.3476721,108.0314396,25.66372353,58.5783378,1.185558847,30.77171919,2625.0,2885.9078609961007,38338,51058.038173579174
55.50949684,80.06188724,15.0076678,59.98304618,0.884194612,18.1841814,2341.0,2197.6557363276306,52021,41723.342263668106
43.54142687,63.83201118,15.4879503,54.63024119,0.891333935,15.7625289,1314.0,2016.1283194094904,43155,40286.84266580944
28.58662307,41.21417392,10.12204919,55.8755566,0.727015265,15.27627704,4035.0,1578.5735226347485,64516,55030.66625441844
32.36760034,45.62345299,10.19595109,55.68676736,0.692250774,11.99620414,1300.0,1737.5350453411424,30890,44294.532424309284
19.02187044,27.23579797,4.442936103,59.77049757,0.363073973,5.648031109,261.0,1771.4574511055407,39704,41439.51673968068
49.30889387,67.56180006,17.73808581,53.52763152,0.677794828,15.74208019,680.0,2032.5082204645842,52480,41676.107356437235
26.15937017,37.43463356,7.603497772,67.43194823,0.476566931,8.822902945,3130.0,1743.399211814665,37150,41471.16784620398
35.10440053,50.93758711,13.42189413,54.40004233,0.69450843,12.14629361,1815.0,1950.1688341763918,28547,39351.528360809505
31.4563292,42.93604833,10.73721723,58.70885041,0.617912551,8.356211228,2553.0,1734.8526764574483,32117,34920.949810391394
6.119335779,6.801452576,0.537309445,88.14047112,0.147522474,0.64684167,45.0,1243.0153698261547,31847,37436.878311810135
40.86364013,65.54984613,16.19396188,58.4786527,1.053217143,18.55120618,1623.0,2125.3551248364565,46654,42454.22787187499
22.04688739,34.94097143,7.037530011,69.31851728,0.429311657,6.956394429,1242.0,1955.1613050359358,25946,36493.59978254745
8.155918892,9.034852404,0.829403295,80.68362262,0.14237365,0.87117904,566.0,1324.3806571627952,34883,38404.96228928556
36.29230327,67.46929918,19.29322552,58.62386456,0.693345431,15.79813971,1155.0,3037.3344380287663,37876,32757.062518413208
23.36270401,29.53676119,2.146149173,68.56631723,0.247948405,2.288078785,2479.0,1689.71162077533,39520,34459.39601984749
69.63030175,97.9583535,20.67965107,61.96358828,1.020508371,36.66741172,363.97,1824.7618296508713,106732,84191.3645649887
82.85129189,123.3391934,36.55062487,53.17930453,1.457109062,47.52474552,625.52,2221.71377716649,74960,84957.88734498172
67.36747906,107.6761387,29.54736695,59.01267819,1.080564606,30.44169277,2499.9,2961.861356526943,34507,48132.543747288604
50.98781592,80.08557796,33.09524523,54.14256454,1.322109907,22.40199293,2647.02,2213.4135914544477,34248,29207.67391613474
19.75732411,25.96492283,8.263140016,61.41091239,0.307376022,5.208181779,3857.81,1666.260052143952,49585,38369.54323890242
45.8744212,71.09539174,24.57798458,59.3982521,1.060325284,22.97334455,1647.82,2043.271600155393,45915,46150.628888981264
36.84039547,49.16356942,12.24919754,62.16988918,0.53246062,13.29591639,771.73,1688.9288649386824,37539,47448.12914565237
24.11965177,29.80908009,6.978452722,58.40176504,0.387624129,7.666565046,881.3,1501.3778079386939,33464,45714.60805583341
49.15830466,67.56419945,17.93088767,64.01728658,0.761264658,38.54120767,792.3,1241.569463787781,102827,107733.97110415618
60.87586202,93.8544929,22.89448181,63.89068747,0.933931073,29.46516147,4347.57,2481.2368862090934,78711,59762.972623155416
46.44309858,64.57976691,15.36559923,60.74372273,0.752643927,28.42109491,2885.29,1539.9699868306045,68569,80899.04260088084
59.06635889,80.91256985,18.95064299,54.73488814,0.864509571,22.70348449,2033.91,1928.8951166527688,37580,53917.86580666003
34.44491158,44.33464686,12.43555819,65.97073119,0.531216814,10.56450769,1873.41,1544.533295403496,63709,40761.668627292915
41.92692117,56.49197727,16.61577459,60.96564503,0.632547684,14.95607659,873.33,1747.5986266390305,34988,44257.71231469832
74.55451079,124.1741853,43.06428804,63.01435043,1.316368278,38.29254677,3691.12,3269.1427031867106,51933,46578.73319892483
74.25774904,111.50326,31.43090347,57.78340852,1.255095248,30.06609096,2729.87,2581.6387535216227,35982,43521.00657951323
65.39891068,91.15695072,22.63213803,58.42149145,0.882635057,19.14980967,2382.31,2277.158586359179,48635,34615.5527217743
55.64133752,74.36714428,19.10385175,56.59198425,0.9504652,15.41274171,1313.7,1806.7051659084623,39181,33149.43502301777
34.59943155,48.51439644,12.43233674,58.94280876,0.88969957,16.55129338,3948.39,1468.2047804465706,59909,51581.4644671181
37.05299859,49.56063923,11.10411739,62.98375765,0.650822592,11.60954448,1310.03,1639.3378989616976,28603,41363.530017062745
20.45431074,28.93272559,4.6578692,55.35399081,0.36777658,6.410293946,244.55,1806.8704083361338,37166,43607.12446845445
56.89900493,72.0495765,21.03516523,58.6685284,0.676218332,13.34498284,675.8,1791.1168928170741,48311,31185.641132272387
32.89434674,43.05476694,9.166872283,70.6464509,0.466694841,8.131064179,3079.44,1634.3048129988247,35563,36932.77363816052
47.06070832,59.86680162,16.26251142,61.86778809,0.590375764,11.6764758,1747.67,1707.3713496694636,25101,35337.32262929052
38.12828354,45.98076756,12.2210972,67.79583339,0.58231806,7.407025567,2550.01,1397.8144587758738,30217,31068.23822105679
5.940578152,6.452400645,0.509730551,90.30594402,0.131147376,0.596686057,32.25,1223.6862635178259,29275,37407.42092635351
49.77840737,74.50986982,20.60781642,56.8088655,1.03207882,17.46385709,1620.78,2179.2135045062987,45610,33553.36317716225
27.58110168,37.20372532,7.47340651,70.18608637,0.410578695,5.2528563,1241.13,1734.1682106627868,25724,32270.05171511331
9.722923144,10.3703554,0.963281153,81.50533662,0.141234667,0.765718865,580.32,1297.1619243352723,32218,37688.0296640367
39.41779375,58.67486355,23.11536049,63.03001091,0.590628951,14.25540129,1156.57,2183.388167135121,36815,33379.63092949821
24.63990918,26.94093291,1.845931359,69.99997696,0.225917264,1.740878414,2090.93,1397.7701329018844,40193,35766.34329066787
70.17491514,97.42416781,23.50914384,55.01296005,1.116629376,35.75007915,336.01,1761.974453976271,100569,78949.19031711962
90.23057429,134.2473593,43.45871338,48.83845311,1.76955216,45.80548894,624.26,2331.9885415741746,71345,64948.06270716655
74.19474873,119.4756775,37.1754566,58.32311386,1.178817761,31.82539726,2507.28,3246.1357345149463,33346,38577.696861105236
57.77561013,82.80829938,36.47621171,55.9166268,1.112060473,21.85352519,2641.11,2053.668605217068,33848,28715.091152425437
19.75530251,24.15419513,7.774753136,60.73599184,0.277866521,4.561744341,3567.14,1570.6739029009054,46320,38737.16125692691
46.83186726,66.09831513,23.49572514,57.0459692,0.721772709,19.07129107,1553.86,1977.7976776739747,43956,44904.11053911186
36.23499172,46.26327983,11.75970537,60.40640425,0.465563848,12.83216265,778.68,1593.577654397103,35139,49571.1327152576
23.79088768,27.98234385,7.037860074,57.07576854,0.335204735,7.596068814,839.3,1442.8050608553885,32068,47584.40729141988
56.90027397,74.92394849,21.63814795,61.14304986,0.840812055,40.29113534,958.77,1112.8250172275807,95746,107336.92486183492
67.6414205,102.714516,27.53780115,59.9391898,0.992828922,32.56623343,4320.68,2544.9778372259184,72768,61431.09847357245
51.44934009,69.53909552,18.3897929,57.09162968,0.740288495,30.19299045,2941.8,1527.5642530802656,65105,83049.82482568084
68.78425836,90.94785498,22.2870664,54.8588403,0.83122895,25.57465896,1970.04,1880.4998468883518,34404,57589.146441635276
34.38246281,42.49151336,12.54893227,62.81402653,0.402406994,10.73985463,1777.18,1537.4819743050832,58255,44879.20402257051
48.0497301,58.59646717,18.12565432,60.97616483,0.565174536,14.78470542,875.41,1475.7757747179317,31952,44921.840707169074
84.27596785,132.9095657,50.93697886,58.24636068,1.206119385,38.94106902,3549.03,3307.4052494189873,48673,41997.51699706933
91.0185518,120.3051572,37.93791392,50.11592204,1.347041701,31.31892368,2864.0,1885.1959489717874,33114,43047.11192614944
69.13213149,79.60682283,28.58322246,63.29023225,0.646788623,18.69898273,2237.26,1238.586867702857,43835,40767.59575072265
59.20905728,67.53743473,21.30562019,62.27345811,0.63904983,14.30511467,1355.53,1214.2049004109967,35702,38362.452288573455
38.24543044,50.2491526,13.71328325,61.11896138,0.667665698,17.01264389,3874.97,1459.5408429943927,56029,55374.59234069153
38.96930022,48.03880305,11.59158956,64.9040734,0.49920903,10.91720685,1265.87,1489.0696904260462,26416,42890.867756443535
23.22893398,31.27384375,5.258745736,59.02108281,0.326738842,5.948195493,231.44,1776.282465022649,34053,41438.74396634393
56.07447884,69.19291927,23.06468401,62.94922587,0.57118901,11.94016431,630.03,1724.3089896767442,43527,27611.597411992603
34.76966492,42.30376753,10.32112385,76.05148693,0.369546716,6.694635693,2631.36,1491.8064001931552,32750,33670.09540808491
48.44767619,57.61707604,19.03024243,63.34949438,0.474166596,10.44098047,1678.12,1541.2657950303565,22089,32838.455179326906
39.10968797,44.36250594,12.40441801,69.92527361,0.408644972,6.110678868,2180.51,1348.7542075827594,27665,30943.736587951982
6.078352615,6.587608553,0.546621111,90.95483645,0.131709903,0.528497403,29.14,1218.1897763566933,26209,37036.0691288479
54.23325058,70.65193943,21.7263579,61.39844376,0.723346414,14.91044543,1511.98,1793.2178903741383,41906,33820.47446451608
24.50144333,30.89785254,6.029073243,69.06223522,0.273444143,3.704657975,1201.94,1652.0013168924938,23647,34189.470389715745
9.077154974,9.854746745,0.921462853,81.69539018,0.135530468,0.734958779,611.08,1313.1374677545673,30005,37736.67835849591
35.62248034,53.54498464,24.88125589,60.82548716,0.495378284,14.13208788,1104.76,2200.8403738949573,35135,34857.026189303535
20.6480521,21.31516774,1.817591779,69.00769078,0.162810527,1.385915074,1667.82,1353.7012350349034,36988,37858.65365253578
